94.32	1.64	card
94.32	1.36	cash
94.41	2.36	cash
95.09	2.96	card
95.59	2.18	cash
95.91	1.13	card
96.20	2.70	card
96.67	0.42	cash
97.39	0.92	cash
97.73	0.94	cash
97.80	4.01	cash
98.63	1.68	card
98.76	1.34	card
99.61	4.43	cash
99.82	2.47	card
100.76	0.25	cash
101.54	4.42	card
102.09	0.01	card
102.16	1.07	card
102.87	0.66	cash
103.39	0.30	card
103.47	1.51	card
103.93	3.10	cash
104.50	1.81	card
104.97	0.41	cash
105.93	0.10	card
106.90	1.48	card
107.10	0.17	cash
107.66	4.05	card
108.24	0.34	card
108.41	3.01	cash
109.24	3.05	cash
109.52	2.80	card
110.17	0.03	cash
110.65	3.19	cash
111.08	1.90	cash
111.10	3.94	card
111.72	0.95	card
112.68	0.66	cash
113.53	4.10	card
114.25	2.76	card
115.07	1.25	card
115.81	2.45	card
116.07	2.67	card
116.10	4.22	card
117.07	3.16	cash
117.48	0.87	card
118.08	4.02	cash
118.60	0.95	cash
118.83	1.48	cash
118.90	0.27	cash
119.88	3.48	cash
120.87	2.69	cash
121.00	0.80	cash
121.97	1.94	card
122.24	0.09	card
122.44	3.46	cash
122.71	1.53	card
123.11	0.28	card
123.30	3.35	cash
123.76	1.49	cash
124.42	2.08	cash
125.02	3.72	cash
125.38	0.17	cash
126.00	3.59	card
126.48	2.72	cash
126.76	3.05	card
127.08	1.39	cash
127.67	2.18	card
128.28	2.81	card
129.26	3.87	cash
129.60	3.52	cash
130.40	0.10	card
130.84	3.69	cash
131.65	1.12	cash
131.68	0.51	cash
131.71	0.69	card
132.39	2.80	cash
133.30	0.42	cash
133.55	2.52	cash
134.13	4.05	cash
135.05	3.66	card
135.16	1.60	card
135.99	2.77	card
136.47	1.00	cash
136.63	1.98	cash
136.99	4.07	cash
137.46	1.40	card
138.35	0.94	cash
139.26	3.09	cash
140.19	4.29	card
140.39	0.36	card
140.54	2.48	card
141.15	1.21	card
142.06	3.12	cash
142.15	0.45	cash
142.84	3.85	card
143.65	1.17	card
144.14	1.19	cash
144.15	3.14	cash
144.96	0.59	cash
145.63	2.26	card
146.36	3.52	card
146.45	1.56	card
146.95	3.17	cash
147.63	3.27	card
148.31	2.35	card
148.45	0.12	card
148.57	0.06	card
148.58	4.26	cash
148.98	2.19	card
149.11	4.49	cash
150.05	2.02	card
150.83	3.04	cash
151.35	0.23	cash
152.07	3.31	card
152.61	4.22	card
153.45	3.06	cash
153.59	2.05	cash
153.81	3.73	card
154.79	0.66	cash
154.88	0.13	card
155.73	2.24	card
155.97	4.12	cash
156.03	4.13	card
156.56	4.40	cash
157.15	1.93	cash
157.97	0.45	card
158.87	1.04	card
159.83	2.10	cash
160.62	2.39	card
160.95	0.03	card
160.99	2.16	cash
161.92	0.17	card
162.34	0.32	cash
162.98	1.60	cash
163.81	2.83	card
164.30	0.41	card
164.84	0.65	card
165.59	2.27	card
166.34	3.23	cash
166.64	1.83	card
167.27	0.93	card
167.54	0.63	card
168.32	4.15	card
168.44	3.19	cash
168.62	4.08	card
169.48	0.13	card
170.32	1.83	card
170.75	3.41	card
171.06	3.63	cash
171.47	1.85	cash
171.97	0.47	card
172.74	2.57	cash
173.68	2.01	cash
174.36	1.48	card
174.78	2.76	cash
175.50	1.11	cash
176.02	2.87	card
176.55	4.42	cash
176.88	2.93	card
177.64	3.93	cash
177.79	2.34	card
178.12	0.70	card
178.32	0.90	card
178.79	4.32	card
179.58	1.99	card
180.53	3.71	cash
181.31	0.74	cash
182.04	2.55	cash
182.32	0.06	card
182.42	2.27	card
183.40	3.21	cash
184.11	0.95	card
184.69	2.57	cash
185.52	4.30	cash
186.35	3.63	cash
186.42	3.04	card
187.15	1.66	cash
188.08	2.93	cash
188.13	4.18	cash
188.66	3.75	card
189.16	3.11	card
189.29	3.63	card
189.67	2.34	cash
189.70	0.62	card
189.94	3.78	cash
190.25	3.16	cash
190.60	2.70	card
191.03	2.61	cash
191.18	0.46	card
191.82	4.18	card
191.89	1.72	cash
192.23	1.88	cash
192.92	0.31	cash
193.87	1.80	card
193.99	3.43	card
194.48	2.76	cash
194.60	4.23	card
195.38	4.32	cash
195.55	3.60	cash
195.68	4.13	cash
196.53	2.35	cash
197.50	1.30	card
197.71	1.03	card
197.79	1.71	cash
198.22	1.66	card
198.71	0.05	cash
199.57	1.33	card
200.40	4.45	card
200.58	2.32	cash
201.34	2.72	cash
201.52	3.57	cash
202.51	0.37	cash
203.33	2.45	cash
203.35	3.32	cash
203.45	0.30	card
203.65	0.28	card
204.07	0.83	cash
204.99	0.43	card
205.83	4.43	card
205.99	1.27	cash
206.50	3.35	card
207.31	1.38	card
208.25	1.50	cash
208.71	1.88	card
209.56	3.27	cash
210.37	3.53	cash
210.76	0.36	card
211.58	3.66	cash
211.74	2.53	cash
212.22	3.59	card
212.48	3.34	card
212.52	3.15	cash
213.46	3.10	card
213.51	3.16	card
214.43	2.57	card
215.14	1.13	card
215.64	0.34	cash
216.22	1.88	card
216.50	0.91	cash
217.13	1.45	card
217.27	3.78	card
218.15	1.17	card
218.92	2.93	cash
219.54	3.82	card
219.80	2.47	card
220.78	2.80	card
221.68	2.27	card
222.58	2.89	cash
222.83	4.30	cash
223.58	3.24	cash
223.65	1.89	cash
223.80	2.69	cash
224.18	3.02	cash
224.98	2.49	card
225.79	0.21	cash
226.12	3.94	card
226.84	1.03	cash
226.93	2.50	cash
227.19	4.23	cash
227.61	0.65	card
227.69	4.13	card
228.64	3.11	card
229.19	0.33	cash
229.52	3.32	cash
230.45	2.42	card
230.76	0.05	card
231.76	1.72	cash
231.84	0.29	cash
232.68	2.36	cash
233.26	2.91	card
233.98	0.27	cash
234.02	1.10	card
234.22	0.19	card
234.33	2.46	cash
234.72	2.83	cash
235.59	4.31	cash
235.86	0.02	cash
236.78	3.27	card
236.84	4.40	cash
237.02	4.35	cash
237.86	0.52	card
238.10	2.03	card
238.82	0.73	cash
238.87	2.84	cash
239.22	0.21	cash
239.51	3.81	card
240.12	0.09	cash
240.37	0.22	cash
241.20	3.91	card
241.21	3.96	cash
241.87	0.74	cash
242.26	1.29	cash
243.12	4.35	card
243.43	1.73	cash
244.00	2.96	card
244.80	1.72	cash
245.01	3.68	card
245.43	0.80	card
245.55	3.85	cash
246.52	3.12	cash
247.13	3.23	card
247.18	3.16	cash
247.19	4.40	cash
248.01	1.54	card
248.73	4.04	card
249.42	2.55	card
249.72	0.28	cash
250.24	1.10	card
250.70	4.08	card
251.49	2.59	card
252.39	4.33	cash
253.07	2.44	card
253.51	4.45	cash
253.76	1.35	cash
254.09	0.50	cash
